Gene,CB_Exc,HB_Exc,Tel_Exc,MB_Inh,Purkinje
MESP2,0.2798888,1.0,0.33841786,0.06938403,0.5628829
YY1,0.58640134,0.87232107,1.0,0.64327615,0.8839413
HEYL,0.3117346,0.98649096,1.0,0.16559692,0.2518906
ZNF385A,0.31617114,0.9426579,0.41430163,1.0,0.6509242
RFX8,0.3280635,0.39990008,1.0,0.17939664,0.5578911
ZNF703,0.056816015,0.3107923,1.0,0.088635914,0.08187985
ZNF768,0.6179649,0.864565,1.0,0.59261364,0.74199235
GABPB2,0.48409295,0.5407617,1.0,0.54982316,0.5588017
ZNF672,0.60650396,0.82737947,1.0,0.48180816,0.47992492
FOXL1,0.699722,1.0,0.9064765,0.5420628,0.21987614
ZNF641,0.34744456,0.8590695,0.7568184,0.8155769,1.0
SSRP1,0.4742172,0.5753661,1.0,0.36249223,0.47807544
HIC1,0.37166235,0.6741611,1.0,0.23919553,0.435712
NR6A1,0.22000459,0.51295954,0.36426634,1.0,0.32680973
CDX1,0.0,0.0,0.0,0.0,1.0
HES4,0.18335876,0.77388406,0.4804227,0.68978494,1.0
HMBOX1,0.5986943,0.46964562,1.0,0.6692295,0.45161012
NR1H3,0.74201614,0.67588747,1.0,0.93488395,0.59188384
UTF1,0.0,1.0,0.0,0.86730045,0.0
AIRE,0.0,1.0,0.3021588,0.0,0.3298142
ZBTB7A,0.52470624,0.72683716,1.0,0.43963537,0.3320634
ZNF428,0.3155774,1.0,0.9340114,0.41690552,0.7005698
TAX1BP3,0.32006195,0.8811928,1.0,0.37921244,0.66556466
ZNF526,0.6292778,0.6655009,1.0,0.6551877,0.6446331
MLX,0.52527815,0.8475595,1.0,0.5845706,0.8980686
PCBP2,0.71508753,0.76623255,1.0,0.53484976,0.51183844
TSC22D3,1.0,0.75647974,0.44575685,0.46889913,0.44600892
NANOGP1,0.31823462,0.4548015,0.27484456,0.0,1.0
TLX2,0.0,1.0,0.0,0.0,0.21987614
ID3,0.2905388,1.0,0.39776847,0.25995854,0.13034046
HEY1,0.2044913,1.0,0.33279517,0.109490216,0.13594726
NFKBIA,0.55551046,0.75085884,1.0,0.49498266,0.5657428
SOX7,0.36385542,1.0,0.8702174,0.06938403,0.29903156
BHLHE40,0.40934843,0.5181569,1.0,0.18120874,0.1947841
ZNF727,0.0,0.0,1.0,0.3587933,0.181921
SMAD7,0.6704018,1.0,0.6707036,0.32707936,0.21962714
KCMF1,0.55623657,0.7243901,1.0,0.6476581,0.5639759
ZNF366,0.35483152,0.9741726,1.0,0.046295907,0.15844733
TEAD4,0.39611384,0.5878749,1.0,0.26437402,0.6606605
BCL6B,0.7236695,0.41368973,1.0,0.0,0.04548025
TCF15,0.30470297,0.5661018,1.0,0.07553543,0.1723462
ZBTB38,0.28660482,0.5857991,0.9109453,0.8641086,1.0
MLLT6,0.6315661,0.6017305,1.0,0.6523515,0.5292247
SKIL,0.66342896,0.8641901,1.0,0.60420495,0.7273814
DNAJC1,0.5619139,0.3253539,1.0,0.28625265,0.5894001
TBX3,0.3396709,1.0,0.14081188,0.06736314,0.025616636
GLIS2,0.5378543,0.9608358,0.46452,1.0,0.5915416
FOXL2,0.9996029,1.0,0.6043176,0.12390007,0.18846527
ZNF676,0.0,1.0,0.0,0.43365023,0.0
ETS2,0.23328623,0.66679686,0.24345325,1.0,0.40522128
ELK3,1.0,0.2919573,0.3109544,0.1874628,0.12697022
HOPX,0.29652798,0.83746946,1.0,0.04375528,0.12756655
HES1,0.2974156,0.58137757,1.0,0.2970933,0.21294221
ZNF407,0.7455664,0.5803114,1.0,0.7065296,0.5459404
SMAD1,0.55609024,0.86560297,1.0,0.74072343,0.5555682
BARX1,0.0,0.0,0.0,1.0,0.0
SMAD3,0.65027165,1.0,0.5167663,0.58688354,0.35894972
TCF4,0.62001157,1.0,0.86083484,0.08787312,0.19895408
ELK1,0.8152359,0.8906994,1.0,0.5967685,0.99870926
TEAD1,1.0,0.7898629,0.86494714,0.18983981,0.7146805
HIVEP1,0.32815245,1.0,0.7938972,0.7104856,0.5751046
FOXO1,0.5322915,0.67053026,1.0,0.61556005,0.30693778
PSPC1,0.49356008,0.5350433,1.0,0.7904855,0.45315987
RAX2,0.0,0.0,1.0,0.0,0.0
MIXL1,1.0,0.4287417,0.17273077,0.37184787,0.50277364
PPARD,0.81147873,0.75987357,1.0,0.20266567,0.4772572
ZNF485,0.86594456,0.8817581,0.9909362,0.6439993,1.0
ZNF764,0.43829024,0.79933274,1.0,0.58785343,0.6639603
ZNF324,0.5695474,0.948775,0.60564184,0.8030181,1.0
ZNF671,0.4915491,0.65175647,1.0,0.9003681,0.9490784
NR1D1,0.45613107,0.5766584,1.0,0.17396039,0.46307164
MAFK,0.22320409,0.6479478,1.0,0.639776,0.22356556
ZBTB42,0.0,1.0,0.826961,0.04564739,0.11572429
ZXDB,0.5087616,0.76469916,1.0,0.53818995,0.5567885
ZSCAN22,0.35985702,1.0,0.8633109,0.49560028,0.85437584
ZNF502,0.52600765,0.92839646,0.990349,0.9160358,1.0
ZNF470,0.41257483,0.6561975,1.0,0.48663923,0.6942273
ZNF778,0.5339073,0.956083,1.0,0.625895,0.915669
ZNF687,0.8568247,0.86047465,1.0,0.4449037,0.49846354
ZNF347,0.40830198,0.5704564,1.0,0.6269441,0.62619126
ZNF696,0.7406971,0.8334632,1.0,0.5592955,0.7731642
FOXF1,0.24560906,0.3760816,1.0,0.086980194,0.05512758
ZNF749,0.52859336,0.6834874,1.0,0.7747856,0.76459557
NPAS1,0.4787352,0.5568901,1.0,0.73138636,0.65421593
ZBED2,,,,,
ZNF207,0.64457786,0.8230175,0.9644105,1.0,0.7563694
ZNF792,0.40113607,0.6688258,0.99313587,0.71266097,1.0
ZIC3,1.0,0.9833838,0.119266495,0.4456272,0.42047444
SP6,0.55977756,1.0,0.72518116,0.17346008,0.3518018
ZNF576,0.2894678,0.6205346,1.0,0.17939664,0.4548025
PURB,0.9178761,0.866492,1.0,0.74237597,0.6155545
ZNF383,0.49525467,0.80297303,1.0,0.74087113,0.727684
HOXC13,0.0,1.0,0.0,0.0,0.43975228
POU5F1,0.0,0.0,0.0,1.0,0.5070357
BHLHA15,0.0,0.0,0.0,1.0,0.5070357
HNF4A,0.41983318,1.0,0.72518116,0.52038026,0.21987614
FOXN3,0.6851501,0.30303645,1.0,0.5605058,0.46689498
OVOL2,0.760393,0.43530038,1.0,0.4632182,0.727684
ETV6,1.0,0.38404974,0.15067986,0.23363763,0.14968142
HOXC10,0.0,0.82737947,1.0,0.7175866,0.727684
ETV5,1.0,0.09227694,0.16171728,0.027010743,0.06441915
MEF2C,0.08517201,0.06029366,0.16000706,0.12821738,1.0
ZNF716,0.699722,1.0,0.0,0.0,0.21987614
ZNF710,0.38282555,0.5387197,1.0,0.5734871,0.56163037
ZNF143,0.61458564,0.74987996,1.0,0.8327241,0.6229177
NR4A3,0.81236017,1.0,0.61905706,0.5098034,0.4386797
IRF6,0.2893042,0.8269118,0.2498587,0.0,1.0
STAT1,0.5066422,0.630322,0.7755032,0.49032858,1.0
RLF,0.596313,0.7999569,0.83110714,1.0,0.96952665
NFE2L3,1.0,0.60043687,0.42782858,0.80624425,0.7608526
OVOL1,0.0,1.0,0.0,0.0,0.0
EGR3,0.39310226,1.0,0.5160465,0.23387878,0.08893866
ZNF597,0.6738063,1.0,0.8505211,0.9476061,0.62705415
E4F1,0.6437116,0.83605826,1.0,0.6096977,0.7264118
MLXIPL,0.5682761,0.32485822,0.883429,0.07043742,1.0
ZNFX1,0.65207064,1.0,0.7581045,0.7087617,0.719523
KLF17,0.80678153,0.5765015,0.0,1.0,0.5070357
NANOG,0.0,0.0,1.0,0.7175866,0.363842
SKI,0.76701045,1.0,0.6503385,0.3745928,0.46248543
ARID4A,0.43738678,0.5964275,0.6631824,1.0,0.54289705
ZBTB24,0.5483202,1.0,0.99659395,0.2180931,0.46546876
CEBPB,0.76636213,1.0,0.71942574,0.26845014,0.25652218
CEBPG,0.59734696,0.74990404,1.0,0.34991857,0.46476638
IRF8,0.8751452,0.8527528,0.8932448,0.19722478,1.0
ZNF200,0.51986057,0.92869127,1.0,0.5638181,0.69798267
ZNF467,0.12729385,0.5457618,0.37867475,0.27173194,1.0
GZF1,0.5062321,0.98515886,1.0,0.4639281,0.46199477
FOXN1,1.0,0.32980132,0.19930476,0.09534561,0.12085907
ZNF691,0.64542526,0.97131765,0.8107986,1.0,0.69755816
SPIB,1.0,0.0,0.43182695,0.0,0.47135034
ZNF263,0.8827262,1.0,0.98550266,0.79391354,0.6833074
AP5Z1,0.7122552,0.957881,1.0,0.5206464,0.66800016
TOE1,0.7317746,0.7082368,1.0,0.49944028,0.5675935
CTCFL,0.0,0.0,0.0,0.7888991,1.0
ZNF277,0.65070003,0.8951159,1.0,0.5904656,0.44765022
ZNF816,0.8400242,0.71381754,1.0,0.47839105,0.32817122
SP2,0.5700289,0.7732816,1.0,0.6513479,0.6843028
HAND1,0.0,0.0,0.0,1.0,0.0
ZNF563,0.5959631,0.5961999,1.0,0.79145586,0.5618149
HHEX,0.39503843,0.6521697,1.0,0.03376878,0.107012354
ZNF771,0.64589727,1.0,0.8677382,0.63750297,0.77802324
ZNF267,0.60339767,0.82349503,1.0,0.43459472,0.5141617
NFKBIE,0.26869324,1.0,0.59948313,0.41630423,0.46789646
NFX1,0.6348614,0.74375343,1.0,0.8613606,0.92262256
CEBPD,0.75042653,1.0,0.70649695,0.18854359,0.24855565
MBD4,0.63508654,0.64198005,1.0,0.61678845,0.6607565
LYL1,0.27211413,1.0,0.58753103,0.301146,0.14047642
ZNF600,1.0,0.35728475,0.30844784,0.29511738,0.1870438
NCOA5,0.5584955,0.9124372,1.0,0.9809998,0.5663543
PCBP1,0.46208623,0.7770915,1.0,0.3900643,0.47003213
E2F4,0.5846992,1.0,0.96856385,0.6831476,0.84637254
ESRRA,0.62028813,0.9587095,1.0,0.6150742,0.6251729
CEBPA,0.9055226,1.0,0.99534667,0.38263255,0.32334727
ZNF124,0.34713447,0.390722,1.0,0.8286696,0.3391264
DNMT3A,0.668869,1.0,0.58672106,0.7049522,0.7247498
BATF3,0.7232605,0.6718659,0.4372527,0.17929526,1.0
TAL1,0.008745599,0.0979063,0.057907645,1.0,0.0073284283
IRF7,0.44735932,0.7897713,1.0,0.2446318,0.62018526
IRF5,0.29988086,1.0,0.51798654,0.18585011,0.251287
CREBL2,0.4298362,0.64884984,1.0,0.8574411,0.7622954
ZNF780A,0.76304156,0.7798289,1.0,0.7643259,0.45724204
ZFP36L1,1.0,0.28100508,0.26541084,0.14653623,0.082994424
ZNF813,0.7059338,0.7206268,0.75037843,1.0,0.6240439
ZFX,0.48742113,0.59580696,1.0,0.45331955,0.47124237
ASH1L,0.4127501,0.48064852,0.73823506,1.0,0.7427599
KLF16,0.87285674,0.91648185,1.0,0.25391525,0.3414517
SALL1,0.03785348,0.25298718,1.0,0.104878046,0.095158674
CREBRF,0.4976711,0.72607636,1.0,0.9285983,0.90699553
SP100,1.0,0.20007947,0.41455388,0.033053145,0.16340145
MEF2A,0.876322,0.75623626,1.0,0.6384351,0.56974363
ZNF689,0.6391449,0.94652206,1.0,0.71184593,0.43078893
ZNF321P,0.926297,0.44417214,1.0,0.17373149,0.1455368
TBX6,0.6947228,0.57916564,1.0,0.86110395,0.47299463
SPI1,0.7930183,1.0,0.56402975,0.043365024,0.41776466
MBD6,0.5950812,0.6691555,1.0,0.80621284,0.6276637
ZNF592,0.46928874,0.63516,1.0,0.6586938,0.81451
ZFP36L2,0.58035105,0.79096663,1.0,0.4017783,0.19570962
ZNF524,0.35478863,1.0,0.8681747,0.464189,0.5450451
TFEC,0.33082035,0.47278827,1.0,0.076884285,0.909605
NKX3-1,0.0,1.0,0.45323825,0.10841256,0.054969035
ARID3B,0.32006195,0.6482821,1.0,0.7832196,0.7199191
USF2,0.5973944,0.82378215,1.0,0.50231063,0.76986855
ZNF761,0.11525451,0.24707207,0.89586,1.0,0.5070357
TONSL,1.0,0.6288212,0.8175924,0.19831887,0.33937225
GCM1,0.5789356,0.6205346,1.0,0.0,0.4548025
HMGA1,0.5862639,0.46938786,1.0,0.33938792,0.27759176
ZNF18,0.5789356,0.7349076,1.0,0.51497394,0.4858361
E2F8,0.3180965,0.14547332,1.0,0.031542268,0.06996962
MIS18BP1,0.814481,0.22720014,1.0,0.07029485,0.10374513
PLAGL2,0.6200922,0.7881671,1.0,0.8910317,0.48454785
ZNF230,0.55430007,0.70415276,1.0,0.5649086,0.7199427
ZNF256,0.437418,0.7078691,1.0,0.60596204,0.8368366
ELF4,0.27244028,0.14600815,1.0,0.0,0.34243953
DLX4,1.0,0.0,0.0,0.0,0.0
CEBPE,0.0,0.7686686,0.0,1.0,0.16901188
TTF2,0.71544886,0.52405447,1.0,0.21367037,0.27303806
HSF4,0.20099029,0.5505492,0.30377558,0.14532353,1.0
HIF1A,1.0,0.6593018,0.8176512,0.5375583,0.71060807
HMGXB3,0.52582884,1.0,0.8665687,0.68635964,0.75694287
TFCP2L1,0.46648136,1.0,0.24172705,0.5203803,0.87950456
ZFYVE26,0.74155796,0.88501716,1.0,0.683723,0.8184401
ZNF148,0.5697716,0.5639326,1.0,0.72067475,0.54293734
STAT5A,0.44782206,1.0,0.72518116,0.06938403,0.26385134
ARID5A,0.66544324,0.7798289,1.0,0.23094742,0.28020018
ASCL2,0.47497705,0.27152327,0.16408631,0.11774613,1.0
ELF5,0.3227126,0.0,0.0,1.0,0.4056285
PPARG,0.7059023,0.86825746,0.6096552,0.6311193,1.0
NR0B2,1.0,0.7145695,0.0,0.0,0.0
NRL,0.5512962,1.0,0.9522581,0.7358913,0.70626885
TCF21,1.0,0.0,0.0,0.0,0.0
BOLA1,0.5622356,0.7876016,1.0,0.54853976,0.64197123
ZC3H12A,0.7368272,0.30086526,1.0,0.5871163,0.16538273
AFF4,0.91810983,1.0,0.8090231,0.7711781,0.5515078
KLF6,0.87312293,0.78016484,1.0,0.53136504,0.5986585
ZNF746,0.5252962,0.9595488,1.0,0.6671492,0.70908505
KLF3,0.515358,0.750358,1.0,0.24319662,0.24344338
NFKB1,0.4992719,0.84357375,1.0,0.5694727,0.72789985
FOXO3,0.5427457,0.39172325,1.0,0.43570033,0.6153201
TFE3,0.8067383,1.0,0.87448317,0.98974293,0.8407029
MAFA,0.0,0.5685019,0.68711144,0.49306196,1.0
ZNF331,0.5655897,0.6594622,0.91073495,0.7306282,1.0
RCOR1,0.5258166,0.44972724,1.0,0.44256976,0.6213172
DDIT3,1.0,0.8063718,0.5037981,0.33139223,0.4277068
PBX2,0.43420172,0.20684487,1.0,0.6727375,0.6139834
KDM2A,0.68844825,0.61955476,0.8553841,1.0,0.7594592
REL,0.5795656,0.6221102,1.0,0.52784395,0.4426283
ATF6,0.6307881,0.862633,1.0,0.89105535,0.8895146
ZNF564,0.70758796,0.6435173,1.0,0.5581229,0.7883243
ATF3,1.0,0.98284644,0.70607495,0.4784008,0.49726084
HLX,0.5789356,0.27579314,1.0,0.11959776,0.12128066
CREM,0.422939,0.528043,1.0,0.5746527,0.33869845
FOSL2,1.0,0.8557191,0.9063035,0.07651192,0.14741822
TET3,0.30352503,0.59503096,0.58756477,1.0,0.63199234
ZBTB7B,0.7236695,0.67224586,1.0,0.40364248,0.31836176
HSF1,0.7530409,0.8678381,1.0,0.58073634,0.86645985
HOXA9,0.0,1.0,0.0,0.43365023,0.21987614
ELF1,0.77066106,0.5829264,1.0,0.2803558,0.27012512
NFE2L2,0.7786381,0.80431664,1.0,0.2358618,0.22608069
ARID3A,0.8673453,0.9274384,0.9790215,0.9074918,1.0
HES2,1.0,0.2858278,0.0,0.0,0.31423357
BCL3,0.8232024,1.0,0.21328858,0.2040707,0.43975228
LBX2,0.86840343,0.41368973,1.0,0.0,0.4548025
VDR,0.49980146,1.0,0.17266218,0.3097502,0.91091543
MAFG,0.5898483,1.0,0.5873368,0.48597497,0.8148137
RREB1,1.0,0.61005765,0.3613246,0.14755869,0.12184567
FOXR2,,,,,
MTF1,0.5801342,0.8873345,1.0,0.87209797,0.82109267
NCOA4,0.48314136,1.0,0.9464445,0.60114473,0.6811506
ZNF217,0.24044918,0.35617134,1.0,0.23919553,0.24872264
VENTX,0.5789356,0.0,1.0,0.0,0.181921
ZEB2,0.66489214,0.21083118,1.0,0.5575743,0.7459186
NFKBID,1.0,0.6192936,0.7485,0.48202506,0.62148416
FOXK2,0.5533349,0.7060647,1.0,0.5575353,0.5505615
RBPJ,0.6487584,0.6129478,1.0,0.41424567,0.20329136
ZNF787,0.6119026,1.0,0.92482615,0.60746145,0.662299
TRPS1,1.0,0.8198009,0.7642588,0.28715876,0.57092905
AHCTF1,0.7420736,0.45945412,1.0,0.3356763,0.38675353
ZNF580,0.9005665,0.55158633,1.0,0.47839105,0.4042689
PHF20,0.720066,0.7592423,1.0,0.41288224,0.7092679
ZNF182,0.5165887,0.52188545,1.0,0.58510906,0.53176904
PRDM1,0.36757818,0.74858147,1.0,0.38726893,0.450471
STAT6,0.69708574,0.9877898,1.0,0.7395536,0.5977405
XBP1,1.0,0.9988953,0.5174143,0.32662314,0.5492011
JDP2,0.28180602,0.7858342,0.2018297,0.14909002,1.0
AFF1,0.9251806,1.0,0.27402645,0.11202976,0.1931165
ZNF700,0.43420172,0.723957,1.0,0.58303916,0.93234515
NCOA3,0.39389074,0.58616024,1.0,0.6924482,0.658476
TAF1,0.58164936,0.6567325,1.0,0.69684386,0.67054945
NFE2,0.0,0.44126904,1.0,0.09567821,0.36384198
TCF7,0.50106704,0.63384044,1.0,0.83088976,0.6447025
ATF5,0.4190391,0.8116198,1.0,0.5672351,0.5371001
ZNF831,0.115787126,0.099285536,1.0,0.028703464,0.15281364
CREBBP,0.7547146,0.7192253,1.0,0.9333316,0.69104034
MECP2,0.53962517,0.7729019,1.0,0.9073189,0.7782177
ZNF567,0.4293626,0.5935002,1.0,0.57363313,0.54410416
IRF2,0.6626586,0.90629876,1.0,0.9416944,0.22446252
ZBP1,0.7719141,0.27579314,1.0,0.23919553,0.9702453
TTF1,0.6690383,0.7163715,1.0,0.690629,0.7296366
GATAD2A,0.6858659,0.83432573,1.0,0.45451614,0.40083712
ZNF280B,0.18659253,1.0,0.8863325,0.28910017,0.11726727
TBX21,0.5789356,0.68948287,1.0,0.11959776,0.24256133
NFKB2,1.0,0.4879987,0.46342406,0.16627344,0.15328468
GATA1,0.15549378,1.0,0.40287843,0.28910017,0.3908909
MYB,0.8164928,0.28417593,1.0,0.4078684,0.761967
ZBTB2,0.59816223,0.7999019,1.0,0.7414179,0.71157295
GFI1,0.7719141,0.0,1.0,0.23919553,0.8489647
SATB1,0.5154928,0.83964854,0.51976436,1.0,0.42704165
NFATC3,0.52426475,0.565842,1.0,0.43904027,0.3423225
ZNF644,0.72069836,0.53985596,1.0,0.65047836,0.37804812
MEOX1,0.07774689,1.0,0.13429281,0.57820034,0.6840591
IKZF3,0.17153648,0.15321843,1.0,0.10630912,0.22908571
IKZF2,0.74801725,0.44316995,1.0,0.62621164,0.33748895
ZBTB40,0.5281518,0.671857,1.0,0.6780205,0.5229659
SNAI3,0.6338998,0.76180553,0.57235503,1.0,0.8873125
MYBL1,0.25719523,0.1697008,1.0,0.03664272,0.040254857
ZNF174,1.0,0.5771523,0.83043647,0.47672808,0.5317799
SP140,0.3789397,0.43625465,1.0,0.7306336,0.70783806
SP140L,0.15102668,0.32375717,1.0,0.5303901,0.3796612
ZGPAT,0.51415956,0.59015876,1.0,0.49177262,0.6030109
SMARCD2,1.0,0.826859,0.74644375,0.5135042,0.53195256
ZNF525,0.5671206,0.6922971,1.0,0.7102643,0.55690104
IRF4,0.28061965,0.75195843,0.66648525,1.0,0.066135086
NR5A1,0.0,0.5685019,0.0,0.9861239,1.0
GFI1B,0.26720107,0.63644576,1.0,0.55198973,0.4198177
STAT5B,0.5641232,0.7799311,0.96250355,1.0,0.75518805
SP110,1.0,0.5694226,0.6342458,0.28082263,0.39279196
EGR4,0.0,1.0,0.1510794,0.21682511,0.10993807
ZNF574,0.46191671,0.6381385,1.0,0.61452895,0.55543965
AKNA,0.53298837,0.6106849,1.0,0.53913915,0.1049174
BATF,1.0,0.47637966,0.57576925,0.6197465,0.4189781
JARID2,0.602632,0.44234586,0.8088581,0.48567674,1.0
ZNF808,0.6599266,0.78022313,1.0,0.69156015,0.6485059
SOX15,0.51037747,0.8491527,1.0,0.67037696,0.70374703
LYAR,0.72903,0.79673576,1.0,0.5291295,0.85631496
ZMAT2,0.35057378,0.8503345,1.0,0.33931717,0.5257934
MAX,0.65860265,0.5992014,0.94334555,0.8196789,1.0
ZNF419,0.21052204,0.3760816,1.0,0.0,0.33076546
ZNF165,0.61225677,1.0,0.41546836,0.89440364,0.50846356
ZNF786,0.79140973,1.0,0.8946679,0.63801414,0.61059856
MIER1,0.64152855,0.5715578,1.0,0.51964,0.68748856
ZNF384,0.5827866,0.7356523,1.0,0.6905379,0.7083221
RC3H2,0.54180795,0.74467814,1.0,0.9334022,0.65382135
ARNTL,0.080279924,0.07439599,0.17658521,0.056749746,1.0
MBD2,0.53823227,0.62462914,1.0,0.38646814,0.60251236
ZBTB25,0.43161717,0.5614361,1.0,0.41966003,0.5473873
TGIF1,1.0,0.9783065,0.96718335,0.29521045,0.26962626
PARP12,1.0,0.9210007,0.9596154,0.289215,0.3491484
HIVEP2,1.0,0.22771895,0.8697418,0.15564156,0.36805904
RORC,0.89055526,1.0,0.87900746,0.15769099,0.999437
TFAP4,0.84524596,0.83565325,1.0,0.5668934,0.67674613
ELK4,0.98988986,0.9731355,1.0,0.57258207,0.816288
